x
0 1
1 22 127
2 34 126
3 41 139
4 35 134
5 24 129
6 24 119
7 36 164
8 56 128
9 61 141
10 59 150
11 50 147
12 38 129
13 36 163
14 49 137
15 35 134
16 44 144
17 44 136
18 28 130
19 11 145
20 33 142
21 20 136
22 21 135
23 23 143
24 16 143
25 32 138
26 35 151
27 16 141
28 19 139
29 25 155
30 7 152
31 21 123
32 13 124
33 18 122
34 20 133
35 14 136
36 9 135
37 18 118
38 43 133
39 39 131
40 42 128
41 30 125
42 19 118
43 24 116
44 48 132
45 57 124
46 59 133
47 49 130
48 21 102
49 27 113
50 41 127
51 51 121
52 54 127
53 46 119
54 21 120
55 12 126
56 47 129
57 42 132
58 41 121
59 34 123
60 9 112
61 20 125
62 44 142
63 44 132
64 41 132
65 33 128
66 3 118
67 15 120
68 25 132
69 36 131
70 24 136
71 22 133
72 21 125
73 15 117
74 44 124
75 49 136
76 43 144
77 34 147
78 16 133
79 20 107
80 49 122
81 52 128
82 56 124
83 51 120
84 18 105
85 23 121
86 44 127
87 52 127
88 50 121
89 40 125
90 22 124
91 10 123
92 44 132
93 52 130
94 48 127
95 37 120
96 8 109
97 18 118
98 37 132
99 42 128
100 43 130
101 36 126
102 0 127
103 17 126
104 21 129
105 21 136
106 21 129
107 24 124
108 19 113
109 15 124
110 38 125
111 38 128
112 33 127
113 32 130
114 21 116
115 15 141
116 54 136
117 52 136
118 50 128
119 50 134
120 32 130
121 32 137
122 47 123
123 47 123
124 44 127
125 42 117
126 18 123
127 37 132
128 32 126
129 23 127
130 22 133
131 25 121
132 14 139
133 34 137
134 30 129
135 22 138
136 21 141
137 27 129
138 20 143
139 28 128
140 23 120
141 19 132
142 15 132
143 14 120
144 12 123
145 20 137
146 28 120
147 31 136
148 29 134
149 28 126
150 16 120
151 15 156
152 46 138
153 49 148
154 50 154
155 46 150
156 30 136
157 28 164
158 51 145
159 37 134
160 38 145
161 44 139
162 23 137
163 33 148
164 38 149
165 19 135
166 23 136
167 26 136
168 15 142
169 40 145
170 37 157
171 23 142
172 23 126
173 26 124
174 17 149
175 20 135
176 22 131
177 17 125
178 16 141
179 18 142
180 11 140
181 12 118
182 34 139
183 39 140
184 43 138
185 41 140
186 12 114
187 19 114
188 46 131
189 47 130
190 55 131
191 40 130
192 12 101
193 24 116
194 49 135
195 54 125
196 51 121
197 48 120
198 22 102
199 18 125
200 42 126
201 33 122
202 42 120
203 38 118
204 7 101
205 17 120
206 36 124
207 38 136
208 39 142
209 37 127
210 1 111
211 14 126
212 24 132
213 29 132
214 32 126
215 21 137
216 4 137
217 14 118
218 39 131
219 52 143
220 52 144
221 41 137
222 17 129
223 23 97
224 47 126
225 48 130
226 49 133
227 38 127
228 17 103
229 21 117
230 45 130
231 58 130
232 54 131
233 47 131
234 21 115
235 16 119
236 39 127
237 45 122
238 45 125
239 32 132
240 8 122
241 14 119
242 28 122
243 38 126
244 42 132
245 25 127
246 0 123
247 9 144
248 18 142
249 21 135
250 34 123
251 21 134
252 3 145
253 17 138
254 33 139
255 31 122
256 26 125
257 28 120
258 16 128
259 28 131
260 48 144
261 51 132
262 52 131
263 39 131
264 24 130
265 27 112
266 43 121
267 49 127
268 47 128
269 40 118
270 27 136
271 10 110
272 29 121
273 27 129
274 24 134
275 23 125
276 15 156
277 25 119
278 21 126
279 16 140
280 18 138
281 16 140
282 5 141
283 18 119
284 17 110
285 15 136
286 12 134
287 7 132
288 4 121
